test_id,planned_route,profile_applicability,evidence_kind,canonical_owner,canonical_record
"TEST-0137","CSharpCandidate","protocol-authority","ExecutableSuite","tests/capabilities/test-architecture/test-architecture.tests.ps1","docs/features/FEAT-0032-general-capability-test-architecture/test-cases.md#test-0137"
"TEST-0138","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-architecture/test-architecture.tests.ps1","docs/features/FEAT-0032-general-capability-test-architecture/test-cases.md#test-0138"
"TEST-0139","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0032-general-capability-test-architecture/test-cases.md#test-0139"
"TEST-0140","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0032-general-capability-test-architecture/test-cases.md#test-0140"
"TEST-0141","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/consumer-update/protocol-update.tests.ps1","docs/features/FEAT-0033-canonical-base-blob-migration-planning/test-cases.md#test-0141"
"TEST-0142","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/consumer-update/managed-merge-finalization.tests.ps1","docs/features/FEAT-0034-ci-evidence-hygiene/test-cases.md#test-0142"
"TEST-0143","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/workflow-efficiency/main-validation-route.tests.ps1","docs/features/FEAT-0034-ci-evidence-hygiene/test-cases.md#test-0143"
"TEST-0144","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-architecture/test-architecture.tests.ps1","docs/features/FEAT-0035-test-runtime-efficiency/test-cases.md#test-0144"
"TEST-0145","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/initial-adoption/capabilities-bootstrap.tests.ps1","docs/features/FEAT-0035-test-runtime-efficiency/test-cases.md#test-0145"
"TEST-0146","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/workflow-efficiency/main-validation-route.tests.ps1","docs/features/FEAT-0035-test-runtime-efficiency/test-cases.md#test-0146"
"TEST-0147","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/initial-adoption/quick-adoption-bundle.tests.ps1","docs/features/FEAT-0036-modular-quick-adoption-reliability/test-cases.md#test-0147"
"TEST-0148","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/consumer-update/protocol-update-reliability.tests.ps1","docs/features/FEAT-0036-modular-quick-adoption-reliability/test-cases.md#test-0148"
"TEST-0149","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/consumer-update/protocol-update-reliability.tests.ps1","docs/features/FEAT-0036-modular-quick-adoption-reliability/test-cases.md#test-0149"
"TEST-0150","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/consumer-update/protocol-update.tests.ps1","docs/features/FEAT-0036-modular-quick-adoption-reliability/test-cases.md#test-0150"
"TEST-0151","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/instruction-graph-discovery/instruction-graph-discovery.tests.ps1","docs/features/FEAT-0037-v0126-instruction-graph-adoption-containment/test-cases.md#test-0151"
"TEST-0152","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/instruction-graph-discovery/instruction-graph-discovery.tests.ps1","docs/features/FEAT-0037-v0126-instruction-graph-adoption-containment/test-cases.md#test-0152"
"TEST-0153","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/initial-adoption/capabilities-bootstrap.tests.ps1","docs/features/FEAT-0037-v0126-instruction-graph-adoption-containment/test-cases.md#test-0153"
"TEST-0154","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/initial-adoption/quick-adoption.tests.ps1","docs/features/FEAT-0037-v0126-instruction-graph-adoption-containment/test-cases.md#test-0154"
"TEST-0155","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/consumer-update/managed-merge-finalization.tests.ps1","docs/features/FEAT-0038-v0127-api-safe-merge-finalization/test-cases.md#test-0155"
"TEST-0156","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/initial-adoption/quick-adoption.tests.ps1","docs/features/FEAT-0038-v0127-api-safe-merge-finalization/test-cases.md#test-0156"
"TEST-0157","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/capability-adoption/capability-catalog.tests.ps1","docs/features/FEAT-0039-v0130-test-runtime-efficiency/test-cases.md#test-0157"
"TEST-0158","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-runtime-efficiency/test-runtime-efficiency.tests.ps1","docs/features/FEAT-0039-v0130-test-runtime-efficiency/test-cases.md#test-0158"
"TEST-0159","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-runtime-efficiency/test-runtime-efficiency.tests.ps1","docs/features/FEAT-0039-v0130-test-runtime-efficiency/test-cases.md#test-0159"
"TEST-0160","InfrastructureContract","not-a-governance-profile-rule","GitHubActionsSemantic",".github/workflows/protocol-tests.yml","docs/features/FEAT-0039-v0130-test-runtime-efficiency/test-cases.md#test-0160"
"TEST-0161","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/instruction-graph-discovery/instruction-graph-discovery.tests.ps1","docs/features/FEAT-0040-v0131-batched-instruction-graph-acquisition/test-cases.md#test-0161"
"TEST-0162","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-runtime-efficiency/test-runtime-efficiency.tests.ps1","docs/features/FEAT-0040-v0131-batched-instruction-graph-acquisition/test-cases.md#test-0162"
"TEST-0163","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0041-v0132-exact-head-owner-attestation/test-cases.md#test-0163"
"TEST-0164","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0041-v0132-exact-head-owner-attestation/test-cases.md#test-0164"
"TEST-0165","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0042-v0133-historical-capability-review-recovery/test-cases.md#test-0165"
"TEST-0166","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0042-v0133-historical-capability-review-recovery/test-cases.md#test-0166"
"TEST-0167","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0043-v0134-case-safe-review-authority/test-cases.md#test-0167"
"TEST-0168","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0043-v0134-case-safe-review-authority/test-cases.md#test-0168"
"TEST-0169","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0044-v0135-slash-safe-ref-single-owner-lifecycle/test-cases.md#test-0169"
"TEST-0170","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/consumer-update/managed-merge-finalization.tests.ps1","docs/features/FEAT-0044-v0135-slash-safe-ref-single-owner-lifecycle/test-cases.md#test-0170"
"TEST-0171","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/capability-adoption/capability-catalog.tests.ps1","docs/features/FEAT-0045-v0140-canonical-repository-evidence/test-cases.md#test-0171"
"TEST-0172","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/capability-adoption/capability-review.tests.ps1","docs/features/FEAT-0045-v0140-canonical-repository-evidence/test-cases.md#test-0172"
"TEST-0173","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/protocol-governance/protocol-governance.tests.ps1","docs/features/FEAT-0045-v0140-canonical-repository-evidence/test-cases.md#test-0173"
"TEST-0174","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/protocol-governance/protocol-governance.tests.ps1","docs/features/FEAT-0046-v0141-consumer-nonduplication-mandate/test-cases.md#test-0174"
"TEST-0175","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/protocol-governance/protocol-governance.tests.ps1","docs/features/FEAT-0047-v0142-clickable-cross-record-references/test-cases.md#test-0175"
"TEST-0176","ExternalProvider","repository-v1-not-applicable","ExecutableSuite","tests/capabilities/publication-evidence/post-publication-evidence.tests.ps1","docs/features/FEAT-0047-v0142-clickable-cross-record-references/test-cases.md#test-0176"
"TEST-0177","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/protocol-governance/protocol-governance.tests.ps1","docs/features/FEAT-0047-v0142-clickable-cross-record-references/test-cases.md#test-0177"
"TEST-0178","MixedBoundary","pending-material-variant-split","ExecutableSuite","tests/capabilities/publication-evidence/post-publication-evidence.tests.ps1","docs/features/FEAT-0047-v0142-clickable-cross-record-references/test-cases.md#test-0178"
"TEST-0179","PowerShellOperationalRetained","feat-0060-not-applicable","ExecutableSuite","tests/capabilities/consumer-update/protocol-update.tests.ps1","docs/features/FEAT-0048-v0143-shared-merge-evidence/test-cases.md#test-0179"
"TEST-0180","MixedBoundary","pending-material-variant-split","ExecutableSuite","tests/capabilities/publication-evidence/post-publication-evidence.tests.ps1","docs/features/FEAT-0048-v0143-shared-merge-evidence/test-cases.md#test-0180"
"TEST-0181","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/publication-evidence/post-publication-evidence.tests.ps1","docs/features/FEAT-0049-v0144-paged-array-response-normalization/test-cases.md#test-0181"
"TEST-0182","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/publication-evidence/post-publication-evidence.tests.ps1","docs/features/FEAT-0050-v0145-bare-document-basename-links/test-cases.md#test-0182"
"TEST-0183","CSharpCandidate","protocol-authority|consumer","ExecutableSuite","tests/capabilities/protocol-governance/recurrence-prevention.tests.ps1","docs/features/FEAT-0051-v0150-recurrence-prevention-modular-test-harness/test-cases.md#test-0183"
"TEST-0184","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-architecture/canonical-utility-ownership.tests.ps1","docs/features/FEAT-0051-v0150-recurrence-prevention-modular-test-harness/test-cases.md#test-0184"
"TEST-0185","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-architecture/runtime-scenario-identity.tests.ps1","docs/features/FEAT-0051-v0150-recurrence-prevention-modular-test-harness/test-cases.md#test-0185"
"TEST-0186","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-architecture/role-boundaries.tests.ps1","docs/features/FEAT-0051-v0150-recurrence-prevention-modular-test-harness/test-cases.md#test-0186"
"TEST-0187","InfrastructureContract","not-a-governance-profile-rule","ExecutableSuite","tests/capabilities/test-architecture/role-boundaries.tests.ps1","docs/features/FEAT-0051-v0150-recurrence-prevention-modular-test-harness/test-cases.md#test-0187"
"TEST-0188","MixedBoundary","pending-material-variant-split","ExecutableSuite","tests/capabilities/capability-adoption/capability-catalog.tests.ps1","docs/features/FEAT-0051-v0150-recurrence-prevention-modular-test-harness/test-cases.md#test-0188"
"TEST-0189","MixedBoundary","pending-material-variant-split","ExecutableSuite","tests/capabilities/publication-evidence/post-publication-evidence.tests.ps1","docs/features/FEAT-0052-v0151-declarative-bundle-source-mapping/test-cases.md#test-0189"
"TEST-0190","CSharpCandidate","protocol-authority","ExecutableSuite","tests/capabilities/test-architecture/role-boundaries.tests.ps1","docs/features/FEAT-0053-v0152-distinct-test-intent/test-cases.md#test-0190"
"TEST-0191","ExistingCSharpFoundation","foundation-evidence-reuse","DotNetTestProject","tests/dotnet/MeAndAI.Operations.Architecture.Tests/MeAndAI.Operations.Architecture.Tests.csproj","docs/features/FEAT-0059-csharp-operational-foundation/test-cases.md#test-0191"
"TEST-0192","ExistingCSharpFoundation","foundation-evidence-reuse","DotNetTestProject","tests/dotnet/MeAndAI.Operations.Architecture.Tests/MeAndAI.Operations.Architecture.Tests.csproj","docs/features/FEAT-0059-csharp-operational-foundation/test-cases.md#test-0192"
"TEST-0193","ExistingCSharpFoundation","foundation-evidence-reuse","DotNetTestProject","tests/dotnet/MeAndAI.Operations.Packaging.Tests/MeAndAI.Operations.Packaging.Tests.csproj","docs/features/FEAT-0059-csharp-operational-foundation/test-cases.md#test-0193"
